instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_celsius,is_weekend,season_label
16166,2012-11-11,4,1,11,7,0,0,0,1,0.3,0.3182,0.89,0.0896,12,56,68,6.1,0,Fall
16167,2012-11-11,4,1,11,8,0,0,0,1,0.32,0.3333,0.87,0.1045,32,87,119,7.040000000000001,0,Fall
16168,2012-11-11,4,1,11,9,0,0,0,1,0.36,0.3788,0.77,0.0,94,179,273,8.919999999999998,0,Fall
16169,2012-11-11,4,1,11,10,0,0,0,1,0.4,0.4091,0.69,0.1045,133,272,405,10.8,0,Fall
16170,2012-11-11,4,1,11,11,0,0,0,1,0.46,0.4545,0.59,0.1343,180,324,504,13.620000000000001,0,Fall
16171,2012-11-11,4,1,11,12,0,0,0,1,0.5,0.4848,0.48,0.0896,195,390,585,15.5,0,Fall
16172,2012-11-11,4,1,11,13,0,0,0,1,0.54,0.5152,0.45,0.1045,262,424,686,17.380000000000003,0,Fall
16173,2012-11-11,4,1,11,14,0,0,0,1,0.6,0.6212,0.33,0.1642,292,362,654,20.2,0,Fall
16174,2012-11-11,4,1,11,15,0,0,0,1,0.56,0.5303,0.37,0.2239,304,420,724,18.320000000000004,0,Fall
16175,2012-11-11,4,1,11,16,0,0,0,1,0.54,0.5152,0.42,0.2239,260,393,653,17.380000000000003,0,Fall
16176,2012-11-11,4,1,11,17,0,0,0,1,0.54,0.5152,0.45,0.1642,151,342,493,17.380000000000003,0,Fall
16177,2012-11-11,4,1,11,18,0,0,0,1,0.52,0.5,0.45,0.1343,102,303,405,16.44,0,Fall
16178,2012-11-11,4,1,11,19,0,0,0,1,0.48,0.4697,0.55,0.1343,69,208,277,14.559999999999999,0,Fall
16179,2012-11-11,4,1,11,20,0,0,0,1,0.44,0.4394,0.62,0.1642,54,146,200,12.68,0,Fall
16180,2012-11-11,4,1,11,21,0,0,0,1,0.44,0.4394,0.67,0.2239,44,127,171,12.68,0,Fall
16181,2012-11-11,4,1,11,22,0,0,0,1,0.42,0.4242,0.71,0.194,21,113,134,11.739999999999998,0,Fall
16182,2012-11-11,4,1,11,23,0,0,0,1,0.42,0.4242,0.71,0.194,16,93,109,11.739999999999998,0,Fall
16183,2012-11-12,4,1,11,0,1,1,0,1,0.42,0.4242,0.71,0.1045,6,43,49,11.739999999999998,0,Fall
16184,2012-11-12,4,1,11,1,1,1,0,1,0.4,0.4091,0.76,0.1642,4,26,30,10.8,0,Fall
16185,2012-11-12,4,1,11,2,1,1,0,1,0.4,0.4091,0.76,0.1343,6,14,20,10.8,0,Fall
16186,2012-11-12,4,1,11,3,1,1,0,1,0.4,0.4091,0.76,0.1343,1,3,4,10.8,0,Fall
16187,2012-11-12,4,1,11,4,1,1,0,1,0.4,0.4091,0.76,0.0896,1,3,4,10.8,0,Fall
16188,2012-11-12,4,1,11,5,1,1,0,1,0.38,0.3939,0.87,0.0,1,23,24,9.86,0,Fall
16189,2012-11-12,4,1,11,6,1,1,0,1,0.38,0.3939,0.87,0.1045,7,64,71,9.86,0,Fall
16190,2012-11-12,4,1,11,7,1,1,0,1,0.4,0.4091,0.87,0.0,16,248,264,10.8,0,Fall
16191,2012-11-12,4,1,11,8,1,1,0,1,0.42,0.4242,0.82,0.1642,50,490,540,11.739999999999998,0,Fall
16192,2012-11-12,4,1,11,9,1,1,0,1,0.44,0.4394,0.88,0.1045,60,337,397,12.68,0,Fall
16193,2012-11-12,4,1,11,10,1,1,0,1,0.48,0.4697,0.77,0.1642,82,184,266,14.559999999999999,0,Fall
16194,2012-11-12,4,1,11,11,1,1,0,1,0.52,0.5,0.72,0.1642,112,255,367,16.44,0,Fall
16195,2012-11-12,4,1,11,12,1,1,0,1,0.56,0.5303,0.64,0.2239,105,314,419,18.320000000000004,0,Fall
16196,2012-11-12,4,1,11,13,1,1,0,1,0.6,0.6061,0.6,0.2239,108,312,420,20.2,0,Fall
16197,2012-11-12,4,1,11,14,1,1,0,1,0.58,0.5455,0.6,0.2836,134,310,444,19.259999999999998,0,Fall
16198,2012-11-12,4,1,11,15,1,1,0,1,0.56,0.5303,0.64,0.2537,102,280,382,18.320000000000004,0,Fall
16199,2012-11-12,4,1,11,16,1,1,0,1,0.56,0.5303,0.64,0.1642,87,347,434,18.320000000000004,0,Fall
16200,2012-11-12,4,1,11,17,1,1,0,1,0.56,0.5303,0.64,0.2836,66,530,596,18.320000000000004,0,Fall
16201,2012-11-12,4,1,11,18,1,1,0,1,0.52,0.5,0.72,0.1343,65,486,551,16.44,0,Fall
16202,2012-11-12,4,1,11,19,1,1,0,1,0.54,0.5152,0.73,0.2836,30,323,353,17.380000000000003,0,Fall
16203,2012-11-12,4,1,11,20,1,1,0,2,0.52,0.5,0.77,0.2836,31,273,304,16.44,0,Fall
16204,2012-11-12,4,1,11,21,1,1,0,3,0.54,0.5152,0.73,0.2239,10,145,155,17.380000000000003,0,Fall
16205,2012-11-12,4,1,11,22,1,1,0,1,0.52,0.5,0.77,0.2537,12,100,112,16.44,0,Fall
16206,2012-11-12,4,1,11,23,1,1,0,2,0.54,0.5152,0.77,0.2239,1,62,63,17.380000000000003,0,Fall
16207,2012-11-13,4,1,11,0,0,2,1,2,0.52,0.5,0.83,0.2836,5,18,23,16.44,0,Fall
16208,2012-11-13,4,1,11,1,0,2,1,3,0.44,0.4394,0.88,0.6418,0,5,5,12.68,0,Fall
16209,2012-11-13,4,1,11,2,0,2,1,3,0.36,0.3182,0.87,0.4478,7,4,11,8.919999999999998,0,Fall
16210,2012-11-13,4,1,11,3,0,2,1,3,0.36,0.3333,0.87,0.3582,2,3,5,8.919999999999998,0,Fall
16211,2012-11-13,4,1,11,4,0,2,1,2,0.36,0.3333,0.81,0.3881,0,9,9,8.919999999999998,0,Fall
16212,2012-11-13,4,1,11,5,0,2,1,2,0.34,0.3182,0.87,0.2836,0,18,18,7.98,0,Fall
16213,2012-11-13,4,1,11,6,0,2,1,3,0.32,0.2879,0.81,0.4627,2,48,50,7.040000000000001,0,Fall
16214,2012-11-13,4,1,11,7,0,2,1,3,0.32,0.303,0.87,0.2537,1,106,107,7.040000000000001,0,Fall
16215,2012-11-13,4,1,11,8,0,2,1,3,0.32,0.303,0.87,0.2537,4,207,211,7.040000000000001,0,Fall
16216,2012-11-13,4,1,11,9,0,2,1,3,0.32,0.303,0.81,0.3284,1,109,110,7.040000000000001,0,Fall
16217,2012-11-13,4,1,11,10,0,2,1,3,0.3,0.2727,0.75,0.3881,10,84,94,6.1,0,Fall
16218,2012-11-13,4,1,11,11,0,2,1,1,0.32,0.303,0.7,0.2537,22,133,155,7.040000000000001,0,Fall
16219,2012-11-13,4,1,11,12,0,2,1,1,0.34,0.3182,0.61,0.2836,16,180,196,7.98,0,Fall
16220,2012-11-13,4,1,11,13,0,2,1,1,0.34,0.3182,0.53,0.2537,30,188,218,7.98,0,Fall
16221,2012-11-13,4,1,11,14,0,2,1,1,0.38,0.3939,0.46,0.3881,34,169,203,9.86,0,Fall
16222,2012-11-13,4,1,11,15,0,2,1,1,0.4,0.4091,0.4,0.2985,33,184,217,10.8,0,Fall
16223,2012-11-13,4,1,11,16,0,2,1,1,0.38,0.3939,0.4,0.2985,28,282,310,9.86,0,Fall
16224,2012-11-13,4,1,11,17,0,2,1,1,0.34,0.303,0.49,0.3582,33,575,608,7.98,0,Fall
16225,2012-11-13,4,1,11,18,0,2,1,1,0.34,0.3182,0.49,0.2836,45,514,559,7.98,0,Fall
16226,2012-11-13,4,1,11,19,0,2,1,1,0.32,0.2879,0.49,0.3582,12,344,356,7.040000000000001,0,Fall
16227,2012-11-13,4,1,11,20,0,2,1,1,0.3,0.2727,0.49,0.3582,12,211,223,6.1,0,Fall
16228,2012-11-13,4,1,11,21,0,2,1,1,0.3,0.2727,0.49,0.3582,9,178,187,6.1,0,Fall
16229,2012-11-13,4,1,11,22,0,2,1,1,0.26,0.2273,0.56,0.3284,15,120,135,4.220000000000001,0,Fall
16230,2012-11-13,4,1,11,23,0,2,1,1,0.26,0.2273,0.56,0.2985,6,78,84,4.220000000000001,0,Fall
16231,2012-11-14,4,1,11,0,0,3,1,1,0.26,0.2424,0.56,0.2836,4,20,24,4.220000000000001,0,Fall
16232,2012-11-14,4,1,11,1,0,3,1,1,0.24,0.2121,0.6,0.2985,2,10,12,3.2799999999999994,0,Fall
16233,2012-11-14,4,1,11,2,0,3,1,1,0.24,0.2121,0.6,0.2985,0,1,1,3.2799999999999994,0,Fall
16234,2012-11-14,4,1,11,3,0,3,1,1,0.24,0.2273,0.65,0.2239,0,5,5,3.2799999999999994,0,Fall
16235,2012-11-14,4,1,11,4,0,3,1,1,0.22,0.2273,0.69,0.194,0,6,6,2.34,0,Fall
16236,2012-11-14,4,1,11,5,0,3,1,1,0.22,0.2273,0.69,0.194,0,39,39,2.34,0,Fall
16237,2012-11-14,4,1,11,6,0,3,1,1,0.24,0.2273,0.65,0.194,4,142,146,3.2799999999999994,0,Fall
16238,2012-11-14,4,1,11,7,0,3,1,1,0.24,0.2121,0.65,0.2836,10,405,415,3.2799999999999994,0,Fall
16239,2012-11-14,4,1,11,8,0,3,1,1,0.28,0.2576,0.56,0.2985,27,664,691,5.160000000000002,0,Fall
16240,2012-11-14,4,1,11,9,0,3,1,1,0.3,0.2727,0.52,0.3881,22,310,332,6.1,0,Fall
16241,2012-11-14,4,1,11,10,0,3,1,1,0.32,0.2879,0.45,0.3582,18,153,171,7.040000000000001,0,Fall
16242,2012-11-14,4,1,11,11,0,3,1,1,0.32,0.303,0.49,0.2537,25,126,151,7.040000000000001,0,Fall
16243,2012-11-14,4,1,11,12,0,3,1,1,0.34,0.3333,0.46,0.0,40,200,240,7.98,0,Fall
16244,2012-11-14,4,1,11,13,0,3,1,1,0.36,0.3333,0.43,0.2537,32,182,214,8.919999999999998,0,Fall
16245,2012-11-14,4,1,11,14,0,3,1,1,0.36,0.3485,0.43,0.1343,20,161,181,8.919999999999998,0,Fall
16246,2012-11-14,4,1,11,15,0,3,1,1,0.36,0.3333,0.43,0.2836,32,228,260,8.919999999999998,0,Fall
16247,2012-11-14,4,1,11,16,0,3,1,1,0.34,0.3485,0.46,0.1045,31,290,321,7.98,0,Fall
16248,2012-11-14,4,1,11,17,0,3,1,1,0.32,0.3182,0.49,0.194,19,564,583,7.040000000000001,0,Fall
16249,2012-11-14,4,1,11,18,0,3,1,1,0.32,0.3182,0.53,0.1642,24,543,567,7.040000000000001,0,Fall
16250,2012-11-14,4,1,11,19,0,3,1,1,0.3,0.303,0.52,0.1642,28,368,396,6.1,0,Fall
16251,2012-11-14,4,1,11,20,0,3,1,1,0.3,0.3182,0.52,0.0896,15,252,267,6.1,0,Fall
16252,2012-11-14,4,1,11,21,0,3,1,1,0.3,0.3333,0.56,0.0,5,208,213,6.1,0,Fall
16253,2012-11-14,4,1,11,22,0,3,1,1,0.28,0.3182,0.61,0.0,6,167,173,5.160000000000002,0,Fall
16254,2012-11-14,4,1,11,23,0,3,1,1,0.24,0.2424,0.7,0.1343,9,78,87,3.2799999999999994,0,Fall
16255,2012-11-15,4,1,11,0,0,4,1,2,0.26,0.303,0.65,0.0,1,33,34,4.220000000000001,0,Fall
16256,2012-11-15,4,1,11,1,0,4,1,2,0.26,0.2727,0.65,0.1045,2,14,16,4.220000000000001,0,Fall
16257,2012-11-15,4,1,11,2,0,4,1,2,0.26,0.2576,0.7,0.1642,0,7,7,4.220000000000001,0,Fall
16258,2012-11-15,4,1,11,3,0,4,1,2,0.26,0.2879,0.7,0.0896,0,2,2,4.220000000000001,0,Fall
16259,2012-11-15,4,1,11,4,0,4,1,2,0.28,0.2879,0.65,0.1343,0,5,5,5.160000000000002,0,Fall
16260,2012-11-15,4,1,11,5,0,4,1,2,0.3,0.2879,0.61,0.2239,3,34,37,6.1,0,Fall
16261,2012-11-15,4,1,11,6,0,4,1,2,0.3,0.2879,0.65,0.2537,1,146,147,6.1,0,Fall
16262,2012-11-15,4,1,11,7,0,4,1,2,0.3,0.2879,0.65,0.194,7,403,410,6.1,0,Fall
16263,2012-11-15,4,1,11,8,0,4,1,2,0.3,0.2879,0.61,0.2239,21,625,646,6.1,0,Fall
16264,2012-11-15,4,1,11,9,0,4,1,2,0.32,0.3182,0.61,0.194,17,306,323,7.040000000000001,0,Fall
16265,2012-11-15,4,1,11,10,0,4,1,2,0.32,0.3333,0.66,0.1343,11,142,153,7.040000000000001,0,Fall
16266,2012-11-15,4,1,11,11,0,4,1,2,0.34,0.3333,0.61,0.1343,28,138,166,7.98,0,Fall
16267,2012-11-15,4,1,11,12,0,4,1,2,0.36,0.3636,0.62,0.1045,29,184,213,8.919999999999998,0,Fall
16268,2012-11-15,4,1,11,13,0,4,1,2,0.38,0.3939,0.54,0.1045,20,197,217,9.86,0,Fall
16269,2012-11-15,4,1,11,14,0,4,1,2,0.38,0.3939,0.54,0.1642,27,174,201,9.86,0,Fall
16270,2012-11-15,4,1,11,15,0,4,1,2,0.38,0.3939,0.58,0.1642,26,191,217,9.86,0,Fall
16271,2012-11-15,4,1,11,16,0,4,1,2,0.36,0.3485,0.57,0.194,24,318,342,8.919999999999998,0,Fall
16272,2012-11-15,4,1,11,17,0,4,1,2,0.36,0.3485,0.57,0.2239,22,541,563,8.919999999999998,0,Fall
16273,2012-11-15,4,1,11,18,0,4,1,2,0.36,0.3485,0.57,0.194,10,563,573,8.919999999999998,0,Fall
16274,2012-11-15,4,1,11,19,0,4,1,2,0.34,0.3333,0.61,0.1343,11,375,386,7.98,0,Fall
16275,2012-11-15,4,1,11,20,0,4,1,1,0.34,0.3485,0.61,0.1045,23,262,285,7.98,0,Fall
16276,2012-11-15,4,1,11,21,0,4,1,2,0.32,0.3333,0.66,0.1045,20,204,224,7.040000000000001,0,Fall
16277,2012-11-15,4,1,11,22,0,4,1,2,0.32,0.3182,0.66,0.1642,10,143,153,7.040000000000001,0,Fall
16278,2012-11-15,4,1,11,23,0,4,1,2,0.32,0.3182,0.61,0.1642,7,118,125,7.040000000000001,0,Fall
16279,2012-11-16,4,1,11,0,0,5,1,2,0.32,0.3333,0.66,0.1045,7,58,65,7.040000000000001,1,Fall
16280,2012-11-16,4,1,11,1,0,5,1,2,0.3,0.3182,0.65,0.0896,5,16,21,6.1,1,Fall
16281,2012-11-16,4,1,11,2,0,5,1,2,0.3,0.303,0.7,0.1642,0,9,9,6.1,1,Fall
16282,2012-11-16,4,1,11,3,0,5,1,2,0.3,0.303,0.65,0.1343,0,6,6,6.1,1,Fall
16283,2012-11-16,4,1,11,4,0,5,1,2,0.3,0.3182,0.65,0.1045,0,5,5,6.1,1,Fall
16284,2012-11-16,4,1,11,5,0,5,1,2,0.3,0.3182,0.65,0.0896,2,34,36,6.1,1,Fall
16285,2012-11-16,4,1,11,6,0,5,1,2,0.3,0.3182,0.61,0.0896,4,126,130,6.1,1,Fall
16286,2012-11-16,4,1,11,7,0,5,1,2,0.3,0.303,0.61,0.1642,5,362,367,6.1,1,Fall
16287,2012-11-16,4,1,11,8,0,5,1,2,0.32,0.3333,0.57,0.1343,17,694,711,7.040000000000001,1,Fall
16288,2012-11-16,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,21,330,351,7.98,1,Fall
16289,2012-11-16,4,1,11,10,0,5,1,1,0.34,0.3333,0.53,0.194,33,165,198,7.98,1,Fall
16290,2012-11-16,4,1,11,11,0,5,1,1,0.38,0.3939,0.43,0.2239,33,185,218,9.86,1,Fall
16291,2012-11-16,4,1,11,12,0,5,1,1,0.4,0.4091,0.43,0.2836,28,262,290,10.8,1,Fall
16292,2012-11-16,4,1,11,13,0,5,1,1,0.42,0.4242,0.38,0.194,52,226,278,11.739999999999998,1,Fall
16293,2012-11-16,4,1,11,14,0,5,1,1,0.42,0.4242,0.35,0.1045,47,204,251,11.739999999999998,1,Fall
16294,2012-11-16,4,1,11,15,0,5,1,1,0.42,0.4242,0.38,0.1343,30,237,267,11.739999999999998,1,Fall
16295,2012-11-16,4,1,11,16,0,5,1,1,0.42,0.4242,0.35,0.2836,33,350,383,11.739999999999998,1,Fall
16296,2012-11-16,4,1,11,17,0,5,1,1,0.36,0.3485,0.46,0.194,41,539,580,8.919999999999998,1,Fall
16297,2012-11-16,4,1,11,18,0,5,1,1,0.34,0.3333,0.53,0.1642,22,483,505,7.98,1,Fall
16298,2012-11-16,4,1,11,19,0,5,1,1,0.36,0.3485,0.46,0.2239,26,306,332,8.919999999999998,1,Fall
16299,2012-11-16,4,1,11,20,0,5,1,1,0.36,0.3333,0.46,0.2537,20,207,227,8.919999999999998,1,Fall
16300,2012-11-16,4,1,11,21,0,5,1,1,0.34,0.3333,0.49,0.194,21,157,178,7.98,1,Fall
16301,2012-11-16,4,1,11,22,0,5,1,1,0.32,0.303,0.53,0.2537,23,139,162,7.040000000000001,1,Fall
16302,2012-11-16,4,1,11,23,0,5,1,1,0.32,0.303,0.53,0.2239,14,114,128,7.040000000000001,1,Fall
16303,2012-11-17,4,1,11,0,0,6,0,1,0.3,0.303,0.52,0.1642,11,95,106,6.1,1,Fall
16304,2012-11-17,4,1,11,1,0,6,0,1,0.26,0.2576,0.6,0.194,13,74,87,4.220000000000001,1,Fall
16305,2012-11-17,4,1,11,2,0,6,0,1,0.26,0.2576,0.65,0.194,8,41,49,4.220000000000001,1,Fall
16306,2012-11-17,4,1,11,3,0,6,0,1,0.26,0.2576,0.65,0.194,2,19,21,4.220000000000001,1,Fall
16307,2012-11-17,4,1,11,4,0,6,0,1,0.24,0.2273,0.7,0.194,1,6,7,3.2799999999999994,1,Fall
16308,2012-11-17,4,1,11,5,0,6,0,1,0.24,0.2424,0.7,0.1642,1,10,11,3.2799999999999994,1,Fall
16309,2012-11-17,4,1,11,6,0,6,0,1,0.24,0.2273,0.7,0.2239,0,21,21,3.2799999999999994,1,Fall
16310,2012-11-17,4,1,11,7,0,6,0,1,0.24,0.2273,0.7,0.194,8,70,78,3.2799999999999994,1,Fall
16311,2012-11-17,4,1,11,8,0,6,0,1,0.26,0.2576,0.65,0.2239,30,138,168,4.220000000000001,1,Fall
16312,2012-11-17,4,1,11,9,0,6,0,1,0.34,0.3182,0.49,0.2239,48,200,248,7.98,1,Fall
16313,2012-11-17,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.2537,62,258,320,8.919999999999998,1,Fall
16314,2012-11-17,4,1,11,11,0,6,0,1,0.38,0.3939,0.43,0.194,80,343,423,9.86,1,Fall
16315,2012-11-17,4,1,11,12,0,6,0,1,0.4,0.4091,0.4,0.1642,117,359,476,10.8,1,Fall
16316,2012-11-17,4,1,11,13,0,6,0,1,0.42,0.4242,0.38,0.2537,179,346,525,11.739999999999998,1,Fall
16317,2012-11-17,4,1,11,14,0,6,0,1,0.42,0.4242,0.38,0.194,175,380,555,11.739999999999998,1,Fall
16318,2012-11-17,4,1,11,15,0,6,0,1,0.42,0.4242,0.35,0.2985,175,374,549,11.739999999999998,1,Fall
16319,2012-11-17,4,1,11,16,0,6,0,1,0.4,0.4091,0.4,0.2239,144,325,469,10.8,1,Fall
16320,2012-11-17,4,1,11,17,0,6,0,1,0.38,0.3939,0.4,0.1642,101,302,403,9.86,1,Fall
16321,2012-11-17,4,1,11,18,0,6,0,1,0.36,0.3636,0.5,0.1045,34,237,271,8.919999999999998,1,Fall
16322,2012-11-17,4,1,11,19,0,6,0,1,0.34,0.3485,0.53,0.0896,45,208,253,7.98,1,Fall
16323,2012-11-17,4,1,11,20,0,6,0,2,0.34,0.3485,0.66,0.0896,30,142,172,7.98,1,Fall
16324,2012-11-17,4,1,11,21,0,6,0,2,0.32,0.3333,0.57,0.1045,15,124,139,7.040000000000001,1,Fall
16325,2012-11-17,4,1,11,22,0,6,0,2,0.32,0.3333,0.57,0.1045,15,130,145,7.040000000000001,1,Fall
16326,2012-11-17,4,1,11,23,0,6,0,2,0.3,0.3182,0.7,0.1045,19,114,133,6.1,1,Fall
16327,2012-11-18,4,1,11,0,0,0,0,2,0.3,0.303,0.7,0.1642,11,118,129,6.1,0,Fall
16328,2012-11-18,4,1,11,1,0,0,0,1,0.3,0.2879,0.7,0.194,14,81,95,6.1,0,Fall
16329,2012-11-18,4,1,11,2,0,0,0,1,0.28,0.2879,0.81,0.1045,8,65,73,5.160000000000002,0,Fall
16330,2012-11-18,4,1,11,3,0,0,0,2,0.3,0.303,0.81,0.1642,9,37,46,6.1,0,Fall
16331,2012-11-18,4,1,11,4,0,0,0,2,0.3,0.2879,0.81,0.194,4,8,12,6.1,0,Fall
16332,2012-11-18,4,1,11,5,0,0,0,1,0.28,0.2879,0.81,0.1343,5,7,12,5.160000000000002,0,Fall
16333,2012-11-18,4,1,11,6,0,0,0,1,0.28,0.2727,0.81,0.1642,2,13,15,5.160000000000002,0,Fall
16334,2012-11-18,4,1,11,7,0,0,0,1,0.28,0.2727,0.81,0.194,3,39,42,5.160000000000002,0,Fall
16335,2012-11-18,4,1,11,8,0,0,0,1,0.3,0.2879,0.75,0.2537,19,100,119,6.1,0,Fall
16336,2012-11-18,4,1,11,9,0,0,0,1,0.32,0.303,0.7,0.2537,49,155,204,7.040000000000001,0,Fall
16337,2012-11-18,4,1,11,10,0,0,0,1,0.34,0.303,0.66,0.2985,79,250,329,7.98,0,Fall
16338,2012-11-18,4,1,11,11,0,0,0,1,0.38,0.3939,0.62,0.2836,92,267,359,9.86,0,Fall
16339,2012-11-18,4,1,11,12,0,0,0,1,0.4,0.4091,0.62,0.2836,101,341,442,10.8,0,Fall
16340,2012-11-18,4,1,11,13,0,0,0,1,0.4,0.4091,0.62,0.3284,113,334,447,10.8,0,Fall
16341,2012-11-18,4,1,11,14,0,0,0,1,0.4,0.4091,0.62,0.2985,125,303,428,10.8,0,Fall
16342,2012-11-18,4,1,11,15,0,0,0,1,0.42,0.4242,0.54,0.2836,89,318,407,11.739999999999998,0,Fall
16343,2012-11-18,4,1,11,16,0,0,0,2,0.4,0.4091,0.62,0.3284,59,313,372,10.8,0,Fall
16344,2012-11-18,4,1,11,17,0,0,0,2,0.38,0.3939,0.66,0.2537,48,232,280,9.86,0,Fall
16345,2012-11-18,4,1,11,18,0,0,0,1,0.36,0.3485,0.66,0.2239,36,240,276,8.919999999999998,0,Fall
16346,2012-11-18,4,1,11,19,0,0,0,1,0.36,0.3485,0.66,0.1642,16,194,210,8.919999999999998,0,Fall
16347,2012-11-18,4,1,11,20,0,0,0,1,0.36,0.3485,0.66,0.1642,9,120,129,8.919999999999998,0,Fall
16348,2012-11-18,4,1,11,21,0,0,0,1,0.36,0.3333,0.66,0.2537,17,93,110,8.919999999999998,0,Fall
16349,2012-11-18,4,1,11,22,0,0,0,2,0.36,0.3333,0.66,0.2537,8,66,74,8.919999999999998,0,Fall
16350,2012-11-18,4,1,11,23,0,0,0,1,0.36,0.3485,0.66,0.2239,6,53,59,8.919999999999998,0,Fall
16351,2012-11-19,4,1,11,0,0,1,1,1,0.36,0.3485,0.66,0.2239,5,22,27,8.919999999999998,0,Fall
16352,2012-11-19,4,1,11,1,0,1,1,2,0.36,0.3485,0.66,0.2239,0,19,19,8.919999999999998,0,Fall
16353,2012-11-19,4,1,11,2,0,1,1,2,0.36,0.3333,0.66,0.2537,0,5,5,8.919999999999998,0,Fall
16354,2012-11-19,4,1,11,3,0,1,1,2,0.36,0.3485,0.66,0.2239,0,2,2,8.919999999999998,0,Fall
16355,2012-11-19,4,1,11,4,0,1,1,2,0.36,0.3485,0.66,0.2239,1,11,12,8.919999999999998,0,Fall
16356,2012-11-19,4,1,11,5,0,1,1,2,0.36,0.3485,0.66,0.2239,1,38,39,8.919999999999998,0,Fall
16357,2012-11-19,4,1,11,6,0,1,1,2,0.36,0.3333,0.66,0.2537,3,128,131,8.919999999999998,0,Fall
16358,2012-11-19,4,1,11,7,0,1,1,2,0.36,0.3333,0.66,0.2985,5,381,386,8.919999999999998,0,Fall
16359,2012-11-19,4,1,11,8,0,1,1,2,0.36,0.3333,0.66,0.2985,13,650,663,8.919999999999998,0,Fall
16360,2012-11-19,4,1,11,9,0,1,1,2,0.36,0.3333,0.66,0.2537,18,260,278,8.919999999999998,0,Fall
16361,2012-11-19,4,1,11,10,0,1,1,2,0.36,0.3333,0.66,0.2537,33,106,139,8.919999999999998,0,Fall
16362,2012-11-19,4,1,11,11,0,1,1,2,0.38,0.3939,0.66,0.2537,33,164,197,9.86,0,Fall
16363,2012-11-19,4,1,11,12,0,1,1,2,0.4,0.4091,0.62,0.2836,35,207,242,10.8,0,Fall
16364,2012-11-19,4,1,11,13,0,1,1,1,0.44,0.4394,0.54,0.2537,46,205,251,12.68,0,Fall
16365,2012-11-19,4,1,11,14,0,1,1,1,0.44,0.4394,0.54,0.2537,47,170,217,12.68,0,Fall
16366,2012-11-19,4,1,11,15,0,1,1,1,0.44,0.4394,0.54,0.194,44,213,257,12.68,0,Fall
16367,2012-11-19,4,1,11,16,0,1,1,1,0.42,0.4242,0.58,0.2537,55,325,380,11.739999999999998,0,Fall
16368,2012-11-19,4,1,11,17,0,1,1,2,0.42,0.4242,0.58,0.194,33,586,619,11.739999999999998,0,Fall
16369,2012-11-19,4,1,11,18,0,1,1,2,0.4,0.4091,0.58,0.2537,21,559,580,10.8,0,Fall
16370,2012-11-19,4,1,11,19,0,1,1,2,0.4,0.4091,0.58,0.2836,25,381,406,10.8,0,Fall
16371,2012-11-19,4,1,11,20,0,1,1,2,0.38,0.3939,0.62,0.2537,7,252,259,9.86,0,Fall
16372,2012-11-19,4,1,11,21,0,1,1,2,0.38,0.3939,0.54,0.2239,15,188,203,9.86,0,Fall
16373,2012-11-19,4,1,11,22,0,1,1,1,0.34,0.3485,0.66,0.1045,7,106,113,7.98,0,Fall
16374,2012-11-19,4,1,11,23,0,1,1,1,0.34,0.3485,0.66,0.1045,2,72,74,7.98,0,Fall
16375,2012-11-20,4,1,11,0,0,2,1,1,0.32,0.3333,0.7,0.1343,3,26,29,7.040000000000001,0,Fall
16376,2012-11-20,4,1,11,1,0,2,1,1,0.34,0.3485,0.66,0.1045,3,10,13,7.98,0,Fall
16377,2012-11-20,4,1,11,2,0,2,1,2,0.32,0.3333,0.76,0.0896,0,5,5,7.040000000000001,0,Fall
16378,2012-11-20,4,1,11,3,0,2,1,2,0.34,0.3485,0.71,0.1045,0,2,2,7.98,0,Fall
16379,2012-11-20,4,1,11,4,0,2,1,2,0.34,0.3333,0.66,0.194,0,6,6,7.98,0,Fall
16380,2012-11-20,4,1,11,5,0,2,1,2,0.34,0.3333,0.66,0.1343,2,32,34,7.98,0,Fall
16381,2012-11-20,4,1,11,6,0,2,1,2,0.34,0.3333,0.71,0.1642,2,146,148,7.98,0,Fall
16382,2012-11-20,4,1,11,7,0,2,1,1,0.32,0.3333,0.76,0.0896,7,411,418,7.040000000000001,0,Fall
16383,2012-11-20,4,1,11,8,0,2,1,1,0.34,0.3333,0.71,0.1343,16,649,665,7.98,0,Fall
16384,2012-11-20,4,1,11,9,0,2,1,2,0.36,0.3788,0.71,0.0,28,298,326,8.919999999999998,0,Fall
16385,2012-11-20,4,1,11,10,0,2,1,2,0.4,0.4091,0.66,0.0896,32,144,176,10.8,0,Fall
16386,2012-11-20,4,1,11,11,0,2,1,2,0.42,0.4242,0.67,0.0896,45,160,205,11.739999999999998,0,Fall
16387,2012-11-20,4,1,11,12,0,2,1,2,0.42,0.4242,0.67,0.0,70,243,313,11.739999999999998,0,Fall
16388,2012-11-20,4,1,11,13,0,2,1,2,0.44,0.4394,0.58,0.0,49,218,267,12.68,0,Fall
16389,2012-11-20,4,1,11,14,0,2,1,2,0.44,0.4394,0.58,0.1045,47,177,224,12.68,0,Fall
